O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Specialist (RA Specialist),Y
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Strategist (RA Strategist),N
13-1041.07,Regulatory Affairs Specialists,Regulatory Engineer,Y
13-1041.07,Regulatory Affairs Specialists,Regulatory Services Consultant,N
13-1041.07,Regulatory Affairs Specialists,Regulatory Specialist,N
13-1041.07,Regulatory Affairs Specialists,Regulatory Submissions Associate,N
13-1041.08,Customs Brokers,Corporate Licensed Broker,Y
13-1041.08,Customs Brokers,Customs Broker,Y
13-1051.00,Cost Estimators,Acquisition Cost Estimator,N
13-1051.00,Cost Estimators,Analyst,N
13-1051.00,Cost Estimators,Construction Estimator,Y
13-1051.00,Cost Estimators,Cost Analyst,Y
13-1051.00,Cost Estimators,Cost Consultant,N
13-1051.00,Cost Estimators,Cost Engineer,N
13-1051.00,Cost Estimators,Cost Estimating Analyst,N
13-1051.00,Cost Estimators,Cost Estimator,Y
13-1051.00,Cost Estimators,Estimating Specialist,N
13-1051.00,Cost Estimators,Estimator,Y
13-1071.00,Human Resources Specialists,Corporate Recruiter,N
13-1071.00,Human Resources Specialists,Employment Representative,N
13-1071.00,Human Resources Specialists,HR Analyst (Human Resources Analyst),N
13-1071.00,Human Resources Specialists,HR Coordinator (Human Resources Coordinator),Y
13-1071.00,Human Resources Specialists,HR Generalist (Human Resources Generalist),Y
13-1071.00,Human Resources Specialists,Human Resources Representative (HR Rep),N
13-1071.00,Human Resources Specialists,Human Resources Specialist (HR Specialist),Y
13-1071.00,Human Resources Specialists,Personnel Analyst,N
13-1071.00,Human Resources Specialists,Personnel Officer,N
13-1071.00,Human Resources Specialists,Recruiter,Y
13-1075.00,Labor Relations Specialists,Business Agent,Y
13-1075.00,Labor Relations Specialists,Business Representative,Y
13-1075.00,Labor Relations Specialists,Grievance Manager,N
13-1075.00,Labor Relations Specialists,Labor Relations Specialist,Y
13-1075.00,Labor Relations Specialists,Labor Specialist,Y
13-1081.00,Logisticians,Client Services Administrator,Y
13-1081.00,Logisticians,Logistician,Y
13-1081.00,Logisticians,Production Planner,Y
13-1081.00,Logisticians,Supply Management Specialist,Y
13-1081.01,Logistics Engineers,Acquisition Logistics Engineer,N
13-1081.01,Logistics Engineers,Logistics Engineer,Y
13-1081.01,Logistics Engineers,Reliability Engineer,Y
13-1081.01,Logistics Engineers,Supportability Engineer,Y
13-1081.01,Logistics Engineers,Systems Engineer,Y
13-1081.02,Logistics Analysts,Global Logistics Analyst,N
13-1081.02,Logistics Analysts,Logistics Analyst,Y
13-1081.02,Logistics Analysts,Logistics Management Analyst,Y
13-1081.02,Logistics Analysts,Material Supply Planner,N
13-1081.02,Logistics Analysts,Supply Chain Analyst,Y
13-1081.02,Logistics Analysts,Transportation Analyst,Y
13-1111.00,Management Analysts,Administrative Analyst,N
13-1111.00,Management Analysts,Business Analyst,Y
13-1111.00,Management Analysts,Business Consultant,Y
13-1111.00,Management Analysts,Employment Programs Analyst,N
13-1111.00,Management Analysts,Management Analyst,Y
13-1111.00,Management Analysts,Management Consultant,Y
13-1111.00,Management Analysts,Organizational Development Consultant,N
13-1111.00,Management Analysts,Performance Management Analyst,N
13-1111.00,Management Analysts,Program Management Analyst,N
13-1121.00,"Meeting, Convention, and Event Planners",Catering Director,N
13-1121.00,"Meeting, Convention, and Event Planners",Conference Planner,N
13-1121.00,"Meeting, Convention, and Event Planners",Conference Planning Manager,Y
13-1121.00,"Meeting, Convention, and Event Planners",Conference Services Director,N
13-1121.00,"Meeting, Convention, and Event Planners",Conference Services Manager,Y
13-1121.00,"Meeting, Convention, and Event Planners",Convention Services Director,N
13-1121.00,"Meeting, Convention, and Event Planners",Convention Services Manager (CSM),Y
13-1121.00,"Meeting, Convention, and Event Planners",Event Coordinator,N
13-1121.00,"Meeting, Convention, and Event Planners",Events Manager,Y
13-1121.00,"Meeting, Convention, and Event Planners",Special Events Coordinator,N
13-1131.00,Fundraisers,Contract Grant Writer,Y
13-1131.00,Fundraisers,Development Associate,N
13-1131.00,Fundraisers,Development Officer,Y
13-1131.00,Fundraisers,Direct Response Consultant,N
13-1131.00,Fundraisers,Fundraising Consultant,Y
13-1131.00,Fundraisers,Grant Coordinator,N
13-1131.00,Fundraisers,Philanthropy Officer,Y
13-1131.00,Fundraisers,Principal Gifts Officer,N
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Benefits Analyst,Y
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Benefits Consultant,N
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Benefits Specialist,Y
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Compensation Analyst,Y
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Compensation and Benefits Analyst,N
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Compensation and Benefits Specialist,N
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Compensation Consultant,N
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Compensation Specialist,Y
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Employee Benefits Specialist,N
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Position Classification Specialist,N
13-1151.00,Training and Development Specialists,Computer Training Specialist,N
13-1151.00,Training and Development Specialists,Corporate Trainer,Y
13-1151.00,Training and Development Specialists,Job Training Specialist,Y
13-1151.00,Training and Development Specialists,Leadership Development Specialist,N
13-1151.00,Training and Development Specialists,Learning and Development Consultant,N
13-1151.00,Training and Development Specialists,Learning and Development Specialist (L and D Specialist),Y
13-1151.00,Training and Development Specialists,Management Development Specialist,N
13-1151.00,Training and Development Specialists,Trainer,N
13-1151.00,Training and Development Specialists,Training and Development Consultant,N
13-1151.00,Training and Development Specialists,Training Specialist,Y
13-1161.00,Market Research Analysts and Marketing Specialists,Business Development Specialist,N
13-1161.00,Market Research Analysts and Marketing Specialists,Communications Specialist,N
13-1161.00,Market Research Analysts and Marketing Specialists,Demographic Analyst,N
13-1161.00,Market Research Analysts and Marketing Specialists,Market Analyst,Y
13-1161.00,Market Research Analysts and Marketing Specialists,Market Research Analyst,Y
13-1161.00,Market Research Analysts and Marketing Specialists,Market Research Consultant,Y
13-1161.00,Market Research Analysts and Marketing Specialists,Market Research Specialist,Y
13-1161.00,Market Research Analysts and Marketing Specialists,Market Researcher,N
13-1161.01,Search Marketing Strategists,Digital Marketing Strategist,N
13-1161.01,Search Marketing Strategists,Digital Media Planner,Y
13-1161.01,Search Marketing Strategists,Internet Marketing Specialist,N
13-1161.01,Search Marketing Strategists,Marketing Consultant,N
13-1161.01,Search Marketing Strategists,Online Marketing Consultant,Y
13-1161.01,Search Marketing Strategists,Paid Search Consultant,N
13-1161.01,Search Marketing Strategists,Paid Search Strategist,Y
13-1161.01,Search Marketing Strategists,Search Engine Optimization Consultant (SEO Consultant),N
13-1161.01,Search Marketing Strategists,SEO Strategist (Search Engine Optimization Strategist),Y
13-1161.01,Search Marketing Strategists,Social Media Specialist,N
13-1199.04,Business Continuity Planners,Business Continuity Administrator,Y
13-1199.04,Business Continuity Planners,Business Continuity Analyst,Y
13-1199.04,Business Continuity Planners,Business Continuity and Disaster Recovery Consultant,N
13-1199.04,Business Continuity Planners,Business Continuity Consultant,Y
13-1199.04,Business Continuity Planners,Business Continuity Coordinator,Y
13-1199.04,Business Continuity Planners,Business Continuity Professional,N
13-1199.05,Sustainability Specialists,Campus Energy Coordinator,N
13-1199.05,Sustainability Specialists,Energy and Sustainability Strategic Advisor,N
13-1199.05,Sustainability Specialists,Sustainability Advisor,N
13-1199.05,Sustainability Specialists,Sustainability Champion,N
13-1199.05,Sustainability Specialists,Sustainability Consultant,Y
13-1199.05,Sustainability Specialists,Sustainability Coordinator,Y
13-1199.05,Sustainability Specialists,Sustainability Specialist,Y
13-1199.05,Sustainability Specialists,Sustainable Design Champion,N
13-1199.05,Sustainability Specialists,Sustainable Design Consultant,N
13-1199.05,Sustainability Specialists,Sustainable Design Coordinator,Y
13-1199.06,Online Merchants,Online Services Manager,Y
13-1199.07,Security Management Specialists,Physical Security Engineer,Y
13-1199.07,Security Management Specialists,Physical Security Specialist,Y
13-1199.07,Security Management Specialists,Security Analyst,Y
13-1199.07,Security Management Specialists,Security Consultant,Y
13-1199.07,Security Management Specialists,Security Specialist,N
13-2011.00,Accountants and Auditors,Accountant,Y
13-2011.00,Accountants and Auditors,Accounting Officer,N
13-2011.00,Accountants and Auditors,Audit Partner,N
13-2011.00,Accountants and Auditors,Auditor,Y
13-2011.00,Accountants and Auditors,Certified Public Accountant (CPA),Y
13-2011.00,Accountants and Auditors,Cost Accountant,N
13-2011.00,Accountants and Auditors,Financial Auditor,Y
13-2011.00,Accountants and Auditors,General Accountant,N
13-2011.00,Accountants and Auditors,Internal Auditor,N
13-2011.00,Accountants and Auditors,Revenue Tax Specialist,N
13-2023.00,Appraisers and Assessors of Real Estate,Appraiser,Y
13-2023.00,Appraisers and Assessors of Real Estate,Assessor,Y
13-2023.00,Appraisers and Assessors of Real Estate,Certified Real Estate Appraiser,N
13-2023.00,Appraisers and Assessors of Real Estate,Commercial Appraiser,N
13-2023.00,Appraisers and Assessors of Real Estate,County Assessor,N
13-2023.00,Appraisers and Assessors of Real Estate,Field Appraiser,N
13-2023.00,Appraisers and Assessors of Real Estate,Real Estate Appraiser,Y
13-2023.00,Appraisers and Assessors of Real Estate,Real Property Appraiser,N
13-2023.00,Appraisers and Assessors of Real Estate,Tax Assessor,N
13-2023.00,Appraisers and Assessors of Real Estate,Valuation Consultant,Y
13-2031.00,Budget Analysts,Budget Analyst,Y
13-2031.00,Budget Analysts,Budget and Policy Analyst,Y
13-2031.00,Budget Analysts,Budget Coordinator,N
13-2031.00,Budget Analysts,Budget Officer,Y
13-2031.00,Budget Analysts,Budget Planning Analyst,Y
13-2031.00,Budget Analysts,Cost Analyst,N
13-2031.00,Budget Analysts,Financial Services Officer,N
13-2031.00,Budget Analysts,Fiscal Analyst,N
13-2031.00,Budget Analysts,Fiscal Budget Analyst,N
13-2041.00,Credit Analysts,Credit Administrator,Y
13-2041.00,Credit Analysts,Credit Analyst,Y
13-2041.00,Credit Analysts,Credit and Collections Analyst,N
13-2041.00,Credit Analysts,Credit Officer,Y
13-2041.00,Credit Analysts,Credit Representative,Y
13-2041.00,Credit Analysts,Credit Risk Analyst,N
13-2041.00,Credit Analysts,Municipal Fixed Income Analyst,N
13-2051.00,Financial and Investment Analysts,Analyst,Y
13-2051.00,Financial and Investment Analysts,Credit Products Officer,N
13-2051.00,Financial and Investment Analysts,Equity Research Analyst,N
13-2051.00,Financial and Investment Analysts,Financial Analyst,Y
13-2051.00,Financial and Investment Analysts,Investment Analyst,Y
13-2051.00,Financial and Investment Analysts,Planning Analyst,N
13-2051.00,Financial and Investment Analysts,Portfolio Manager,N
13-2051.00,Financial and Investment Analysts,Real Estate Analyst,N
13-2051.00,Financial and Investment Analysts,Securities Analyst,Y
13-2051.00,Financial and Investment Analysts,Trust Officer,N
13-2052.00,Personal Financial Advisors,Certified Financial Planner (CFP),Y
13-2052.00,Personal Financial Advisors,Financial Advisor,Y
13-2052.00,Personal Financial Advisors,Financial Consultant,N
13-2052.00,Personal Financial Advisors,Financial Counselor,N
13-2052.00,Personal Financial Advisors,Financial Life Planner,N
13-2052.00,Personal Financial Advisors,Financial Planner,Y
13-2052.00,Personal Financial Advisors,Investment Advisor,N
13-2052.00,Personal Financial Advisors,Portfolio Manager,Y
13-2052.00,Personal Financial Advisors,Wealth Advisor,N
13-2052.00,Personal Financial Advisors,Wealth Manager,N
13-2053.00,Insurance Underwriters,Account Underwriter,Y
13-2053.00,Insurance Underwriters,Automobile and Property Underwriter,N
13-2053.00,Insurance Underwriters,Commercial Lines Underwriter,N
13-2053.00,Insurance Underwriters,Health Underwriter,N
13-2053.00,Insurance Underwriters,Life Underwriter,Y
13-2053.00,Insurance Underwriters,Personal Lines Underwriter,Y
13-2053.00,Insurance Underwriters,Underwriter,Y
13-2053.00,Insurance Underwriters,Underwriting Consultant,N
13-2054.00,Financial Risk Specialists,Analyst,Y
13-2054.00,Financial Risk Specialists,Equity Research Analyst,N
13-2054.00,Financial Risk Specialists,Risk Analyst,Y
13-2054.00,Financial Risk Specialists,Risk Manager,N
13-2054.00,Financial Risk Specialists,Risk Specialist,Y
13-2054.00,Financial Risk Specialists,Securities Analyst,Y
13-2061.00,Financial Examiners,Bank Examiner,Y
13-2061.00,Financial Examiners,Bank Secrecy Act Anti-Money Laundering Officer (BSA/AML Officer),Y
13-2061.00,Financial Examiners,Community Reinvestment Act Officer (CRA Officer),N
13-2061.00,Financial Examiners,Compliance Analyst,N
